DexNum,Name,AbilityTextDump
209,Snubbull,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/intimidate.shtml""><b>Intimidate</b></a>: Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches. Opponents in S.O.S. Battles are more likely to call for help. <br>
<a href=""/abilitydex/runaway.shtml""><b>Run Away</b></a>: Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/rattled.shtml""><b>Rattled</b></a>: Speed is raised by one stage when the Pokémon is hit by a Bug-type, Ghost-type or Dark-type move </td>"
210,Granbull,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/intimidate.shtml""><b>Intimidate</b></a>: Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches. Opponents in S.O.S. Battles are more likely to call for help. <br>
<a href=""/abilitydex/quickfeet.shtml""><b>Quick Feet</b></a>: Speed is increased by 50% when induced with a status (Burn, Poison, Sleep, Frozen &amp; Paralysis). If Paralysed, the speed drop is ignored. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/rattled.shtml""><b>Rattled</b></a>: Speed is raised by one stage when the Pokémon is hit by a Bug-type, Ghost-type or Dark-type move </td>"
211,Qwilfish,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/poisonpoint.shtml""><b>Poison Point</b></a>: The opponent has a 30% chance of being induced with Poison when using an attack, that requires physical contact, against this Pokémon. <br>
<a href=""/abilitydex/swiftswim.shtml""><b>Swift Swim</b></a>: When rainy, The Pokémon’s Speed doubles.  <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/intimidate.shtml""><b>Intimidate</b></a>: Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.  </td>"
212,Scizor,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/swarm.shtml""><b>Swarm</b></a>: When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%. <br>
<a href=""/abilitydex/technician.shtml""><b>Technician</b></a>: Moves with a base power of 60 or less are boosted in power by 50% <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/lightmetal.shtml""><b>Light Metal</b></a>: Halves the Pokémon's weight. </td>"
213,Shuckle,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. <br>
<a href=""/abilitydex/gluttony.shtml""><b>Gluttony</b></a>: The Pokémon will use a berry when its Hit Points are below 50%. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/contrary.shtml""><b>Contrary</b></a>: Moves used on the Pokémon that raise stats lower the stats, while the moves that lower the stats raise the stat </td>"
214,Heracross,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/swarm.shtml""><b>Swarm</b></a>: When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%. <br>
<a href=""/abilitydex/guts.shtml""><b>Guts</b></a>: Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/moxie.shtml""><b>Moxie</b></a>: Attack is raised by one stage when the Pokémon knocks out another Pokémon </td>"
215,Sneasel,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/innerfocus.shtml""><b>Inner Focus</b></a>: This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate <br>
<a href=""/abilitydex/keeneye.shtml""><b>Keen Eye</b></a>: Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/pickpocket.shtml""><b>Pickpocket</b></a>: When a Pokémon makes physical contact with the Pokémon, the item of the opponent is stolen. </td>"
216,Teddiursa,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/pickup.shtml""><b>Pickup</b></a>: Has a 10% chance of finding and holding an item after battle. Will not work if this Pokémon is already holding an item. From Black &amp; White, it allows for the user to pick up the item of its opponent or ally if they used up the item in battle. <br>
<a href=""/abilitydex/quickfeet.shtml""><b>Quick Feet</b></a>: Speed is increased by 50% when induced with a status (Burn, Poison, Sleep, Frozen &amp; Paralysis). If Paralysed, the speed drop is ignored. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/honeygather.shtml""><b>Honey Gather</b></a>: May pick up a Honey after battle; the higher the level, the higher the chance. </td>"
217,Ursaring,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/guts.shtml""><b>Guts</b></a>: Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied. <br>
<a href=""/abilitydex/quickfeet.shtml""><b>Quick Feet</b></a>: Speed is increased by 50% when induced with a status (Burn, Poison, Sleep, Frozen &amp; Paralysis). If Paralysed, the speed drop is ignored. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/unnerve.shtml""><b>Unnerve</b></a>: The opponent Pokémon will never use their held Berry while the Pokémon is in battle. Opponents in S.O.S. Battles are more likely to call for help. </td>"
218,Slugma,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/magmaarmor.shtml""><b>Magma Armor</b></a>: This Pokémon cannot be Frozen while having this ability. <br>
<a href=""/abilitydex/flamebody.shtml""><b>Flame Body</b></a>: The opponent has a 30% chance of being induced with Burn when using an attack, that requires physical contact, against this Pokémon. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/weakarmor.shtml""><b>Weak Armor</b></a>: When hit by an attack, the Pokémon's Defense is lowered by one stage but Speed is increased by two stages. </td>"
219,Magcargo,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/magmaarmor.shtml""><b>Magma Armor</b></a>: This Pokémon cannot be Frozen while having this ability. <br>
<a href=""/abilitydex/flamebody.shtml""><b>Flame Body</b></a>: The opponent has a 30% chance of being induced with Burn when using an attack, that requires physical contact, against this Pokémon. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/weakarmor.shtml""><b>Weak Armor</b></a>: When hit by an attack, the Pokémon's Defense is lowered by one stage but Speed is increased by two stages. </td>"
220,Swinub,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/oblivious.shtml""><b>Oblivious</b></a>: The Pokémon cannot be under the Attract condition, Intimidated, or be taunted, while having this ability. <br>
<a href=""/abilitydex/snowcloak.shtml""><b>Snow Cloak</b></a>: Raises the Pokémon’s evasion during a hailstorm by one level. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/thickfat.shtml""><b>Thick Fat</b></a>: Fire and Ice-type moves deal 50% damage. </td>"
221,Piloswine,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/oblivious.shtml""><b>Oblivious</b></a>: The Pokémon cannot be under the Attract condition, Intimidated, or be taunted, while having this ability. <br>
<a href=""/abilitydex/snowcloak.shtml""><b>Snow Cloak</b></a>: Raises the Pokémon’s evasion during a hailstorm by one level. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/thickfat.shtml""><b>Thick Fat</b></a>: Fire and Ice-type moves deal 50% damage. </td>"
222,Corsola,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/hustle.shtml""><b>Hustle</b></a>: Damage from physical attacks is increased by 50%, but average accuracy is only 80%. <br>
<a href=""/abilitydex/naturalcure.shtml""><b>Natural Cure</b></a>: The Pokémon’s status (BURN, PARALYZE, SLEEP, POISON, FREEZE) is healed when withdrawn from battle. <br>
<b>Hidden Ability</b>: <i>(Available)</i><br><a href=""/abilitydex/regenerator.shtml""><b>Regenerator</b></a>: When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored <br>
<b>Galarian Form Abilities</b>:<br><a href=""/abilitydex/weakarmor.shtml""><b>Weak Armor</b></a>: When hit by an attack, the Pokémon's Defense is lowered by one stage but Speed is increased by two stages. <br>
<b>Hidden Ability</b>:  <i>(Available)</i><br><a href=""/abilitydex/cursedbody.shtml""><b>Cursed Body</b></a>: When a move hits the Pokémon, that move has a 30% chance of getting disabled </td>"
223,Remoraid,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/hustle.shtml""><b>Hustle</b></a>: Damage from physical attacks is increased by 50%, but average accuracy is only 80%. <br>
<a href=""/abilitydex/sniper.shtml""><b>Sniper</b></a>: Power of critical-hit moves is increased to 225% rather than 150%. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/moody.shtml""><b>Moody</b></a>: At the end of every turn, a random stat (except Accuracy and Evasion) is raised by two stages while another is lowered by one stage.  </td>"
224,Octillery,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/suctioncups.shtml""><b>Suction Cups</b></a>: Negates moves that force switching out. <br>
<a href=""/abilitydex/sniper.shtml""><b>Sniper</b></a>: Power of critical-hit moves is increased to 225% rather than 150%. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/moody.shtml""><b>Moody</b></a>: At the end of every turn, a random stat (except Accuracy and Evasion) is raised by two stages while another is lowered by one stage.  </td>"
225,Delibird,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/vitalspirit.shtml""><b>Vital Spirit</b></a>: The Pokémon cannot be Asleep while having this ability. <br>
<a href=""/abilitydex/hustle.shtml""><b>Hustle</b></a>: Damage from physical attacks is increased by 50%, but average accuracy is only 80%. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/insomnia.shtml""><b>Insomnia</b></a>: The Pokémon cannot be put to Sleep while having this ability. </td>"
226,Mantine,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/swiftswim.shtml""><b>Swift Swim</b></a>: When rainy, The Pokémon’s Speed doubles.  <br>
<a href=""/abilitydex/waterabsorb.shtml""><b>Water Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/waterveil.shtml""><b>Water Veil</b></a>: This Pokémon cannot be Burned while having this ability. </td>"
227,Skarmory,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/keeneye.shtml""><b>Keen Eye</b></a>: Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent <br>
<a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/weakarmor.shtml""><b>Weak Armor</b></a>: When hit by an attack, the Pokémon's Defense is lowered by one stage but Speed is increased by two stages. </td>"
228,Houndour,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/earlybird.shtml""><b>Early Bird</b></a>: Sleep conditions lasts for half as long, rounding down. For example, half of three turns is 1.5, which rounds down to one turn. When the number of turns to sleep is one, half of this rounded down is zero, and the Pokémon wakes up instantly. <br>
<a href=""/abilitydex/flashfire.shtml""><b>Flash Fire</b></a>: Activates when user is hit by a damaging Fire-type move (including Fire-type Hidden Power). Once activated, user’s Fire-type moves deal 1.5 times damage. While this ability is in effect, this Pokémon is immune to damage from Fire-type attacks and Fire-type Hidden Power (accuracy and effect from these moves are ignored). For Fire-type Pokémon with this ability, Will-O-Wisp activates this ability without having an effect. If a non-Fire-type Pokémon has this ability, Will-O-Wisp will activate the ability and will have an effect. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/unnerve.shtml""><b>Unnerve</b></a>: The opponent Pokémon will never use their held Berry while the Pokémon is in battle. Opponents in S.O.S. Battles are more likely to call for help. </td>"
229,Houndoom,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/earlybird.shtml""><b>Early Bird</b></a>: Sleep conditions lasts for half as long, rounding down. For example, half of three turns is 1.5, which rounds down to one turn. When the number of turns to sleep is one, half of this rounded down is zero, and the Pokémon wakes up instantly. <br>
<a href=""/abilitydex/flashfire.shtml""><b>Flash Fire</b></a>: Activates when user is hit by a damaging Fire-type move (including Fire-type Hidden Power). Once activated, user’s Fire-type moves deal 1.5 times damage. While this ability is in effect, this Pokémon is immune to damage from Fire-type attacks and Fire-type Hidden Power (accuracy and effect from these moves are ignored). For Fire-type Pokémon with this ability, Will-O-Wisp activates this ability without having an effect. If a non-Fire-type Pokémon has this ability, Will-O-Wisp will activate the ability and will have an effect. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/unnerve.shtml""><b>Unnerve</b></a>: The opponent Pokémon will never use their held Berry while the Pokémon is in battle. Opponents in S.O.S. Battles are more likely to call for help. </td>"
230,Kingdra,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/swiftswim.shtml""><b>Swift Swim</b></a>: When rainy, The Pokémon’s Speed doubles.  <br>
<a href=""/abilitydex/sniper.shtml""><b>Sniper</b></a>: Power of critical-hit moves is increased to 225% rather than 150%. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/damp.shtml""><b>Damp</b></a>: Explosion, Selfdestruct, Mind Blown &amp; Misty Explosion will not work while the Pokémon is on the field. </td>"
231,Phanpy,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/pickup.shtml""><b>Pickup</b></a>: Has a 10% chance of finding and holding an item after battle. Will not work if this Pokémon is already holding an item. From Black &amp; White, it allows for the user to pick up the item of its opponent or ally if they used up the item in battle. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/sandveil.shtml""><b>Sand Veil</b></a>: Raises the Pokémon’s evasion during a sandstorm by one level. </td>"
