web-scraper-order,web-scraper-start-url,Name,GameText,EffectDetail,DexNums
"1596676203-1290","https://www.serebii.net/abilitydex/oblivious.shtml","Oblivious","The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.","The Pokémon cannot be under the Attract condition, Intimidated, or be taunted, while having this ability.","364"
"1596676324-1827","https://www.serebii.net/abilitydex/hustle.shtml","Hustle","Boosts the Attack stat, but lowers accuracy.","Damage from physical attacks is increased by 50%, but average accuracy is only 80%.","632"
"1596675981-133","https://www.serebii.net/abilitydex/unnerve.shtml","Unnerve","Unnerves opposing Pokémon and makes them unable to eat Berries.","The opponent Pokémon will never use their held Berry while the Pokémon is in battle.","610"
"1596676267-1502","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","355"
"1596676103-771","https://www.serebii.net/abilitydex/serenegrace.shtml","Serene Grace","Boosts the likelihood of additional effects occurring  when attacking.","The chances of a move having a secondary effect is doubled.","468"
"1596676267-1489","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","92"
"1596676119-850","https://www.serebii.net/abilitydex/sandrush.shtml","Sand Rush","Boosts the Pokémon's Speed stat in a sandstorm.","Speed is doubled within a sandstorm","508"
"1596676478-2407","https://www.serebii.net/abilitydex/angerpoint.shtml","Anger Point","The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.","Increases Attack to maximum level upon taking a critical hit.","739"
"1596676366-1997","https://www.serebii.net/abilitydex/forewarn.shtml","Forewarn","When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.","Reveals the foe’s strongest move.","96"
"1596676139-990","https://www.serebii.net/abilitydex/reckless.shtml","Reckless","Powers up moves that have recoil damage.","The power of moves that have recoil damage is increased by 20%.","112"
"1596676001-204","https://www.serebii.net/abilitydex/torrent.shtml","Torrent","Powers up Water-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%.","729"
"1596676480-2409","https://www.serebii.net/abilitydex/analytic.shtml","Analytic","Boosts move power when the Pokémon moves last.","Attack power increases by 30% if the Pokémon is the last Pokémon to attack this turn","81"
"1596676123-880","https://www.serebii.net/abilitydex/runaway.shtml","Run Away","Enables a sure getaway from wild Pokémon.","Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability.","78"
"1596676199-1244","https://www.serebii.net/abilitydex/overgrow.shtml","Overgrow","Powers up Grass-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Grass-type moves is increased by 50%.","812"
"1596676476-2392","https://www.serebii.net/abilitydex/anticipation.shtml","Anticipation","The Pokémon can sense an opposing Pokémon's dangerous moves.","Warns when the foe knows 1-hit KO or super-effective moves.","857"
"1596676420-2141","https://www.serebii.net/abilitydex/dancer.shtml","Dancer","When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.","null","741"
"1596676095-722","https://www.serebii.net/abilitydex/sheerforce.shtml","Sheer Force","Removes additional effects to increase the power of moves when attacking.","Moves with a secondary effect are increased in power by 30% but lose their secondary effect","99"
"1596676380-2055","https://www.serebii.net/abilitydex/flamebody.shtml","Flame Body","Contact with the Pokémon may burn the attacker.","The opponent has a 30% chance of being induced with Burn when using an attack, that requires physical contact, against this Pokémon.","77"
"1596676340-1886","https://www.serebii.net/abilitydex/guts.shtml","Guts","It's so gutsy that having a status condition boosts the Pokémon's Attack stat.","Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied.","67"
"1596676009-257","https://www.serebii.net/abilitydex/telepathy.shtml","Telepathy","Anticipates an ally's attack and dodges it.","Prevents damage from team-mates during Double and Triple battles","281"
"1596676462-2366","https://www.serebii.net/abilitydex/battlearmor.shtml","Battle Armor","Hard armor protects the Pokémon from critical hits.","Opponent’s moves cannot Critical Hit.","863"
"1596676055-553","https://www.serebii.net/abilitydex/stamina.shtml","Stamina","Boosts the Defense stat when hit by an attack.","null","750"
"1596675963-41","https://www.serebii.net/abilitydex/waterveil.shtml","Water Veil","The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.","This Pokémon cannot be Burned while having this ability.","119"
"1596676177-1121","https://www.serebii.net/abilitydex/poisontouch.shtml","Poison Touch","May poison a target when the Pokémon makes contact.","When the Pokémon attacks its opponents with a move that causes Physical Contact, there is a 30% chance that the target is Poisoned.","691"
"1596676352-1944","https://www.serebii.net/abilitydex/gluttony.shtml","Gluttony","Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.","The Pokémon will use a berry when its Hit Points are below 50%.","143"
"1596676213-1326","https://www.serebii.net/abilitydex/naturalcure.shtml","Natural Cure","All status conditions heal when the Pokémon switches out.","The Pokémon’s status (BURN, PARALYZE, SLEEP, POISON, FREEZE) is healed when withdrawn from battle.","764"
"1596676318-1771","https://www.serebii.net/abilitydex/icebody.shtml","Ice Body","The Pokémon gradually regains HP in a hailstorm.","HP is restored by 1/16th of maximum HP when its hailing.","583"
"1596676213-1313","https://www.serebii.net/abilitydex/naturalcure.shtml","Natural Cure","All status conditions heal when the Pokémon switches out.","The Pokémon’s status (BURN, PARALYZE, SLEEP, POISON, FREEZE) is healed when withdrawn from battle.","121"
"1596676390-2079","https://www.serebii.net/abilitydex/effectspore.shtml","Effect Spore","Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.","The opponent has a 10% chance of being induced by PARALYZE, POISON, or SLEEP when using an attack, that requires physical contact, against this Pokémon.","830"
"1596676001-189","https://www.serebii.net/abilitydex/torrent.shtml","Torrent","Powers up Water-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%.","159"
"1596676049-529","https://www.serebii.net/abilitydex/steadfast.shtml","Steadfast","The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.","Speed raises by one level every time the Pokémon flinches.","744"
"1596676376-2027","https://www.serebii.net/abilitydex/flashfire.shtml","Flash Fire","Powers up the Pokémon's Fire-type moves if it's hit by one.","Activates when user is hit by a damaging Fire-type move (including Fire-type Hidden Power). Once activated, user’s Fire-type moves deal 1.5 times damage. While this ability is in effect, this Pokémon is immune to damage from Fire-type attacks and Fire-type Hidden Power (accuracy and effect from these moves are ignored). For Fire-type Pokémon with this ability, Will-O-Wisp activates this ability without having an effect. If a non-Fire-type Pokémon has this ability, Will-O-Wisp will activate the ability and will have an effect.","631"
"1596676340-1891","https://www.serebii.net/abilitydex/guts.shtml","Guts","It's so gutsy that having a status condition boosts the Pokémon's Attack stat.","Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied.","236"
"1596676300-1686","https://www.serebii.net/abilitydex/innerfocus.shtml","Inner Focus","The Pokémon's intensely focused, and that protects the Pokémon from flinching.","This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate","42"
"1596676314-1761","https://www.serebii.net/abilitydex/icescales.shtml","Ice Scales","The Pokémon is protected by ice scales, which halve the damage taken from special moves.","null","873"
"1596676047-511","https://www.serebii.net/abilitydex/steamengine.shtml","Steam Engine","Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.","When this Pokémon is hit by a Fire-type or Water-type move, its Speed is increased by 6 stages","837"
"1596676095-713","https://www.serebii.net/abilitydex/sheerforce.shtml","Sheer Force","Removes additional effects to increase the power of moves when attacking.","Moves with a secondary effect are increased in power by 30% but lose their secondary effect","621"
"1596676187-1175","https://www.serebii.net/abilitydex/pickup.shtml","Pickup","The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.","Has a 10% chance of finding and holding an item after battle. Will not work if this Pokémon is already holding an item. From Black & White, it allows for the user to pick up the item of its opponent or ally if they used up the item in battle.","702"
"1596676446-2286","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","470"
"1596676097-739","https://www.serebii.net/abilitydex/shedskin.shtml","Shed Skin","The Pokémon may heal its own status conditions by shedding its skin.","Every turn, it has a 1 in 3 chance of healing from a status condition (BURN, PARALYZE, SLEEP, POISON, FREEZE).","14"
"1596676352-1929","https://www.serebii.net/abilitydex/gluttony.shtml","Gluttony","Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.","The Pokémon will use a berry when its Hit Points are below 50%.","511"
"1596676197-1197","https://www.serebii.net/abilitydex/owntempo.shtml","Own Tempo","This Pokémon has its own tempo, and that prevents it from becoming confused.","The Pokémon cannot be Confused while having this ability. Blocks Intimidate","80"
