web-scraper-order,web-scraper-start-url,Name,GameText,EffectDetail,DexNum,DexImage-src
"1596679951-3165","https://www.serebii.net/abilitydex/stamina.shtml","Stamina","Boosts the Defense stat when hit by an attack.","null","750","/pokedex-swsh/icon/750.png"
"1596680016-3392","https://www.serebii.net/abilitydex/screencleaner.shtml","Screen Cleaner","When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon.","null","866","/pokedex-swsh/icon/866.png"
"1596680162-4020","https://www.serebii.net/abilitydex/magician.shtml","Magician","The Pokémon steals the held item of a Pokémon it hits with a move.","null","720","/pokedex-sm/icon/720-u.png"
"1596679897-2812","https://www.serebii.net/abilitydex/torrent.shtml","Torrent","Powers up Water-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%.","656","/pokedex-sm/icon/656.png"
"1596679877-2747","https://www.serebii.net/abilitydex/unnerve.shtml","Unnerve","Unnerves opposing Pokémon and makes them unable to eat Berries.","The opponent Pokémon will never use their held Berry while the Pokémon is in battle.","612","/pokedex-swsh/icon/612.png"
"1596679878-2757","https://www.serebii.net/abilitydex/unburden.shtml","Unburden","Boosts the Speed stat if the Pokémon's held item is  used or lost.","Speed is doubled once the held item is consumed.","252","/pokedex-sm/icon/252.png"
"1596680126-3922","https://www.serebii.net/abilitydex/neuroforce.shtml","Neuroforce","Increases the power of supereffective attacks.","Increases the power of Super Effective moves used by this Pokémon by 20%","800","/pokedex-sm/icon/800-u.png"
"1596679975-3256","https://www.serebii.net/abilitydex/slushrush.shtml","Slush Rush","Boosts the Pokémon's Speed stat in a hailstorm.","Doubles the Pokémon's Speed when Hail is in effect","614","/pokedex-swsh/icon/614.png"
"1596679882-2774","https://www.serebii.net/abilitydex/turboblaze.shtml","Turboblaze","Moves can be used on the target regardless of its Abilities.","null","646","/pokedex-swsh/icon/646-w.png"
"1596680356-4846","https://www.serebii.net/abilitydex/cloudnine.shtml","Cloud Nine","Eliminates the effects of weather.","All weather effects are negated while the Pokémon is on the field.","334","/pokedex-sm/icon/334.png"
"1596680264-4560","https://www.serebii.net/abilitydex/gluttony.shtml","Gluttony","Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.","The Pokémon will use a berry when its Hit Points are below 50%.","325","/pokedex-sm/icon/325.png"
"1596680186-4150","https://www.serebii.net/abilitydex/leafguard.shtml","Leaf Guard","Prevents status conditions in sunny weather.","Prevents the Pokémon from being afflicted by status conditions during strong sunlight.","188","/pokedex-sm/icon/188.png"
"1596680118-3882","https://www.serebii.net/abilitydex/oblivious.shtml","Oblivious","The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.","The Pokémon cannot be under the Attract condition, Intimidated, or be taunted, while having this ability.","79","/pokedex-swsh/icon/079.png"
"1596680117-3863","https://www.serebii.net/abilitydex/overcoat.shtml","Overcoat","Protects the Pokémon from things like sand, hail, and powder.","Protects Pokémon from Weather Effects and Powder moves such as Sleep Powder, Poison Powder etc.","629","/pokedex-swsh/icon/629.png"
"1596680189-4195","https://www.serebii.net/abilitydex/keeneye.shtml","Keen Eye","Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.","Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent","504","/pokedex-sm/icon/504.png"
"1596680168-4047","https://www.serebii.net/abilitydex/longreach.shtml","Long Reach","The Pokémon uses its moves without making contact with the target.","null","723","/pokedex-swsh/icon/723.png"
"1596680360-4872","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","103","/pokedex-swsh/icon/103.png"
"1596680250-4493","https://www.serebii.net/abilitydex/harvest.shtml","Harvest","May create another Berry after one is used.","The Pokémon has a 50% chance of restoring a consumed berry. During sunshine, this chance increases to 100%","708","/pokedex-swsh/icon/708.png"
"1596680186-4157","https://www.serebii.net/abilitydex/leafguard.shtml","Leaf Guard","Prevents status conditions in sunny weather.","Prevents the Pokémon from being afflicted by status conditions during strong sunlight.","761","/pokedex-swsh/icon/761.png"
"1596679855-2645","https://www.serebii.net/abilitydex/weakarmor.shtml","Weak Armor","Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.","When hit by an attack, the Pokémon's Defense is lowered by one stage but Speed is increased by two stages.","557","/pokedex-swsh/icon/557.png"
"1596680334-4757","https://www.serebii.net/abilitydex/dancer.shtml","Dancer","When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.","null","741","/pokedex-sm/icon/741-pau.png"
"1596680402-5051","https://www.serebii.net/abilitydex/adaptability.shtml","Adaptability","Powers up moves of the same type as the Pokémon.","Increases the Same Type Attack Bonus from *1.5 to *2.","550","/pokedex-swsh/icon/550-b.png"
"1596680237-4460","https://www.serebii.net/abilitydex/honeygather.shtml","Honey Gather","The Pokémon may gather Honey after a battle.","May pick up a Honey after battle; the higher the level, the higher the chance.","415","/pokedex-swsh/icon/415.png"
"1596680340-4791","https://www.serebii.net/abilitydex/cursedbody.shtml","Cursed Body","May disable a move used on the Pokémon.","When a move hits the Pokémon, that move has a 30% chance of getting disabled","94","/pokedex-swsh/icon/094.png"
"1596680027-3427","https://www.serebii.net/abilitydex/sandveil.shtml","Sand Veil","Boosts the Pokémon's evasion in a sandstorm.","Raises the Pokémon’s evasion during a sandstorm by one level.","28","/pokedex-swsh/icon/028.png"
"1596680330-4748","https://www.serebii.net/abilitydex/dauntlessshield.shtml","Dauntless Shield","Boosts the Pokémon's Defense stat when the Pokémon enters a battle.","null","889","/pokedex-swsh/icon/889.png"
"1596680264-4546","https://www.serebii.net/abilitydex/gluttony.shtml","Gluttony","Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.","The Pokémon will use a berry when its Hit Points are below 50%.","516","/pokedex-sm/icon/516.png"
"1596679855-2637","https://www.serebii.net/abilitydex/weakarmor.shtml","Weak Armor","Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.","When hit by an attack, the Pokémon's Defense is lowered by one stage but Speed is increased by two stages.","95","/pokedex-swsh/icon/095.png"
"1596680360-4876","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","188","/pokedex-sm/icon/188.png"
"1596679992-3299","https://www.serebii.net/abilitydex/shellarmor.shtml","Shell Armor","A hard shell protects the Pokémon from critical hits.","Opponent’s moves cannot Critical Hit.","138","/pokedex-sm/icon/138.png"
"1596680049-3571","https://www.serebii.net/abilitydex/regenerator.shtml","Regenerator","Restores a little HP when withdrawn from battle.","When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored","619","/pokedex-swsh/icon/619.png"
"1596679946-3128","https://www.serebii.net/abilitydex/steadfast.shtml","Steadfast","The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.","Speed raises by one level every time the Pokémon flinches.","150","/pokedex-sm/icon/150-mx.png"
"1596680280-4610","https://www.serebii.net/abilitydex/forewarn.shtml","Forewarn","When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.","Reveals the foe’s strongest move.","97","/pokedex-sm/icon/097.png"
"1596679930-3072","https://www.serebii.net/abilitydex/sturdy.shtml","Sturdy","It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.","The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves.","539","/pokedex-swsh/icon/539.png"
"1596679980-3264","https://www.serebii.net/abilitydex/skilllink.shtml","Skill Link","Maximizes the number of times multi-strike moves hit.","Moves that attack 2-5 times always hit 5 times.","214","/pokedex-sm/icon/214-m.png"
"1596680294-4670","https://www.serebii.net/abilitydex/flamebody.shtml","Flame Body","Contact with the Pokémon may burn the attacker.","The opponent has a 30% chance of being induced with Burn when using an attack, that requires physical contact, against this Pokémon.","485","/pokedex-sm/icon/485.png"
"1596680187-4175","https://www.serebii.net/abilitydex/klutz.shtml","Klutz","The Pokémon can't use any held items.","The Pokémon cannot receive any effect of hold items except those that affect experience such as Exp.Share or Macho Brace.","531","/pokedex-sm/icon/531.png"
"1596679921-3026","https://www.serebii.net/abilitydex/swarm.shtml","Swarm","Powers up Bug-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%.","636","/pokedex-swsh/icon/636.png"
"1596680096-3754","https://www.serebii.net/abilitydex/poisonheal.shtml","Poison Heal","Restores HP if the Pokémon is poisoned, instead of losing HP.","HP is restored by 1/8th the maximum HP every turn while the Pokémon has the Poison condition.","285","/pokedex-sm/icon/285.png"
"1596680154-4002","https://www.serebii.net/abilitydex/megalauncher.shtml","Mega Launcher","Powers up aura and pulse moves.","Increases the power of Aura and Pulse moves by 50%","692","/pokedex-swsh/icon/692.png"
"1596679895-2794","https://www.serebii.net/abilitydex/toughclaws.shtml","Tough Claws","Powers up moves that make direct contact.","Increases the power of moves that make physical contact by 30%","863","/pokedex-swsh/icon/863.png"
"1596680366-4940","https://www.serebii.net/abilitydex/blaze.shtml","Blaze","Powers up Fire-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Fire-type moves is increased by 50%.","815","/pokedex-swsh/icon/815-gi.png"
"1596679868-2705","https://www.serebii.net/abilitydex/voltabsorb.shtml","Volt Absorb","Restores HP if hit by an Electric-type move, instead of taking damage.","The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Electric-type moves.","642","/pokedex-sm/icon/642-s.png"
"1596679919-2998","https://www.serebii.net/abilitydex/sweetveil.shtml","Sweet Veil","Prevents itself and ally Pokémon from falling asleep.","null","763","/pokedex-swsh/icon/763.png"
"1596680276-4593","https://www.serebii.net/abilitydex/frisk.shtml","Frisk","When it enters a battle, the Pokémon can check an opposing Pokémon's held item.","Reveals the foe’s held item.","40","/pokedex-swsh/icon/040.png"
"1596680276-4595","https://www.serebii.net/abilitydex/frisk.shtml","Frisk","When it enters a battle, the Pokémon can check an opposing Pokémon's held item.","Reveals the foe’s held item.","162","/pokedex-sm/icon/162.png"
"1596680103-3780","https://www.serebii.net/abilitydex/pickup.shtml","Pickup","The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.","Has a 10% chance of finding and holding an item after battle. Will not work if this Pokémon is already holding an item. From Black & White, it allows for the user to pick up the item of its opponent or ally if they used up the item in battle.","264","/pokedex-swsh/icon/264-g.png"
"1596680195-4240","https://www.serebii.net/abilitydex/ironfist.shtml","Iron Fist","Powers up punching moves.","The power of punching moves is increased by 20%.","533","/pokedex-swsh/icon/533.png"
"1596680162-4025","https://www.serebii.net/abilitydex/magician.shtml","Magician","The Pokémon steals the held item of a Pokémon it hits with a move.","null","718","/pokedex-sm/icon/718-c.png"
