link,name,typeImageLink,categoryImageLink,basePower,battleEffect,secondaryEffect,effectRate,speedPriority,criticalHitRate,target,makesPhysicalContact
https://www.serebii.net/attackdex-swsh/seedflare.shtml,Seed Flare,img/grass.gif,img/special.png,120,The user emits a shock wave from its body to attack its target. This may also harshly lower the target's Sp. Def stat.,Lowers opponent's Special Defense two stages.,40%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/meditate.shtml,Meditate,img/psychic.gif,img/other.png,0,The user meditates to awaken the power deep within its body and raise its Attack stat.,Raises user's Attack one stage.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/ironhead.shtml,Iron Head,img/steel.gif,img/physical.png,80,The user slams the target with its steel-hard head. This may also make the target flinch.,May cause opponent to flinch.,30%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/rototiller.shtml,Rototiller,img/ground.gif,img/other.png,0,"Tilling the soil, the user makes it easier for plants to grow. This raises the Attack and Sp. Atk stats of Grass-type Pokémon.",Raises Attack & Special Attack stats of Grass-type Pokémon on the field,100%,0,None,All,No
https://www.serebii.net/attackdex-sm/spiderweb.shtml,Spider Web,img/bug.gif,img/other.png,0,"The user ensnares the target with thin, gooey silk so it can't flee from battle.",Prevents the opponent from escaping.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/nightshade.shtml,Night Shade,img/ghost.gif,img/special.png,1,The user makes the target see a frightening mirage. It inflicts damage equal to the user's level.,Inflicts damage equal to the user's level.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/solarbeam.shtml,Solar Beam,img/grass.gif,img/special.png,120,"In this two-turn attack, the user gathers light, then blasts a bundled beam on the next turn.","Charges for the first turn, damages on the second. If Sunny Day is in effect, the charge and attack is in the same turn.",-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/rockthrow.shtml,Rock Throw,img/rock.gif,img/physical.png,50,The user picks up and throws a small rock at the target to attack.,No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/meteorbeam.shtml,Meteor Beam,img/rock.gif,img/special.png,120,"In this two-turn attack, the user gathers space power and boosts its Sp. Atk stat, then attacks the target on the next turn.",Increases Special Attack stat by 1 stage,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/savagespin-out.shtml,Savage Spin-Out,img/bug.gif,img/physical.png,1,"The user binds the target with full force with threads of silk that the user spits using its Z-Power. The power varies, depending on the original move.",No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/freeze-dry.shtml,Freeze-Dry,img/ice.gif,img/special.png,70,The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.,Will always have a Super Effective hit on Water-type Pokémon,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/meteorassault.shtml,Meteor Assault,img/fighting.gif,img/physical.png,150,"The user attacks wildly with its thick leek. The user can't move on the next turn, because the force of this move makes it stagger.",User cannot Attack on the next turn.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/memento.shtml,Memento,img/dark.gif,img/other.png,0,"The user faints when using this move. In return, this harshly lowers the target's Attack and Sp. Atk stats.",Lowers opponent's Attack & Special Attack by two stages. User faints.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-sm/twinkletackle.shtml,Twinkle Tackle,img/fairy.gif,img/physical.png,1,"The user creates a very charming space using its Z-Power and totally toys with the target. The power varies, depending on the original move.",No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/submission.shtml,Submission,img/fighting.gif,img/physical.png,80,The user grabs the target and recklessly dives for the ground. This also damages the user a little.,User takes recoil damage equal to 25% of the damage inflicted.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/waterspout.shtml,Water Spout,img/water.gif,img/special.png,150,"The user spouts water to damage opposing Pokémon. The lower the user's HP, the lower the move's power.",Inflicts more damage when the user's HP is high.,-- %,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/extrasensory.shtml,Extrasensory,img/psychic.gif,img/special.png,80,"The user attacks with an odd, unseeable power. This may also make the target flinch.",May cause opponent to flinch.,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/flareblitz.shtml,Flare Blitz,img/fire.gif,img/physical.png,120,The user cloaks itself in fire and charges the target. This also damages the user quite a lot. This attack may leave the target with a burn.,User receives 1/3rd of damage in re-coil. May BURN opponent.,10%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/icywind.shtml,Icy Wind,img/ice.gif,img/special.png,55,The user attacks with a gust of chilled air. This also lowers opposing Pokémon's Speed stats.,May lower opponent's Speed one stage.,100%,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/gastroacid.shtml,Gastro Acid,img/poison.gif,img/other.png,0,The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target's Ability.,Removes the target's ability,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-sm/eggbomb.shtml,Egg Bomb,img/normal.gif,img/physical.png,100,A large egg is hurled at the target with maximum force to inflict damage.,No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/maxflare.shtml,Max Flare,img/fire.gif,img/other.png,1,This is a Fire-type attack Dynamax Pokémon use. The user intensifies the sun for five turns.,Causes Sunshine for 5 turns,-- %,0,4.17%,Opponent,No
https://www.serebii.net/attackdex-swsh/weatherball.shtml,Weather Ball,img/normal.gif,img/special.png,50,This attack move varies in power and type depending on the weather.,Changes type and doubles power based on the weather in play,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/sludgewave.shtml,Sludge Wave,img/poison.gif,img/special.png,95,The user strikes everything around it by swamping the area with a giant sludge wave. This may also poison those hit.,May induce poison.,10%,0,4.17%,All Adjacent Pokémon,No
https://www.serebii.net/attackdex-swsh/brutalswing.shtml,Brutal Swing,img/dark.gif,img/physical.png,60,The user swings its body around violently to inflict damage on everything in its vicinity.,"In Doubles, if one of the two opponents protects or is a Fairy-type Pokémon, it hits the opponent that doesn't protect twice.",-- %,0,4.17%,All Adjacent Pokémon,Yes
https://www.serebii.net/attackdex-swsh/revenge.shtml,Revenge,img/fighting.gif,img/physical.png,60,This attack move's power is doubled if the user has been hurt by the opponent in the same turn.,Power doubles if user was hit before using the Attack.,-- %,-4,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/floralhealing.shtml,Floral Healing,img/fairy.gif,img/other.png,0,The user restores the target's HP by up to half of its max HP. It restores more HP when the terrain is grass.,Heals up to 50% of maximum Hit Points. Heals 100% of maximum Hit Points in Grassy Terrain,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/stringshot.shtml,String Shot,img/bug.gif,img/other.png,0,Opposing Pokémon are bound with silk blown from the user's mouth that harshly lowers the Speed stat.,Lowers opponent's Speed two stages.,-- %,0,None,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/rockblast.shtml,Rock Blast,img/rock.gif,img/physical.png,25,The user hurls hard rocks at the target. Two to five rocks are launched in a row.,"Attacks 2-5 times in a row. 
37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits",-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/dragondarts.shtml,Dragon Darts,img/dragon.gif,img/physical.png,50,"The user attacks twice using Dreepy. If there are two targets, this move hits each target once.","In Doubles, if one of the two opponents protects or is a Fairy-type Pokémon, it hits the opponent that doesn't protect twice.",-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/bounce.shtml,Bounce,img/flying.gif,img/physical.png,85,"The user bounces up high, then drops on the target on the second turn. This may also leave the target with paralysis.","The user is protected the first turn, Attacks the second turn. May induce Paralysis",30%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/thunder.shtml,Thunder,img/electric.gif,img/special.png,110,A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.,"May induce Paralysis.  Damages Pokémon using Fly, Bounce or Sky Drop",30%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/magiccoat.shtml,Magic Coat,img/psychic.gif,img/other.png,0,Moves like Leech Seed and moves that inflict status conditions are blocked by a barrier and reflected back to the user of those moves.,Reflects Status moves back to the user of the move,-- %,4,None,Self,No
https://www.serebii.net/attackdex-sm/healblock.shtml,Heal Block,img/psychic.gif,img/other.png,0,"For five turns, the user prevents the opposing team from using any moves, Abilities, or held items that recover HP.","Prevents opposing team from using any healing moves, items or abilities for 5 turns",-- %,0,None,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/guardsplit.shtml,Guard Split,img/psychic.gif,img/other.png,0,The user employs its psychic power to average its Defense and Sp. Def stats with those of the target.,Averages Defense and Special Defense,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/magnetrise.shtml,Magnet Rise,img/electric.gif,img/other.png,0,The user levitates using electrically generated magnetism for five turns.,Gives user Ground-type immunity for 5 turns,-- %,0,None,Self,No
https://www.serebii.net/attackdex-sm/mirrorshot.shtml,Mirror Shot,img/steel.gif,img/special.png,65,The user lets loose a flash of energy at the target from its polished body. This may also lower the target's accuracy.,May lower opponent's Accuracy one stage.,30%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/cut.shtml,Cut,img/normal.gif,img/physical.png,50,The target is cut with a scythe or claw.,No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/takedown.shtml,Take Down,img/normal.gif,img/physical.png,90,"A reckless, full-body charge attack for slamming into the target. This also damages the user a little.",User takes recoil damage equal to 25% of the damage inflicted.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/knockoff.shtml,Knock Off,img/dark.gif,img/physical.png,65,"The user slaps down the target's held item, and that item can't be used in that battle. The move does more damage if the target has a held item.",Knocks down opponent's held item to prevent its use. Increases power by 50% if so.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/leaftornado.shtml,Leaf Tornado,img/grass.gif,img/special.png,65,The user attacks its target by encircling it in sharp leaves. This attack may also lower the target's accuracy.,May lower opponent's Accuracy one stage.,50%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/embargo.shtml,Embargo,img/dark.gif,img/other.png,0,This move prevents the target from using its held item for five turns. Its Trainer is also prevented from using items on it.,Prevents the target from using effects of its hold item for 5 turns,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/electrify.shtml,Electrify,img/electric.gif,img/other.png,0,"If the target is electrified before it uses a move during that turn, the target's move becomes Electric type.",Causes target's moves to become Electric-type for this turn,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/eruption.shtml,Eruption,img/fire.gif,img/special.png,150,"The user attacks opposing Pokémon with explosive fury. The lower the user's HP, the lower the move's power.",Inflicts more damage when the user's HP is high.,-- %,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-sm/mudbomb.shtml,Mud Bomb,img/ground.gif,img/special.png,65,The user launches a hard-packed mud ball to attack. This may also lower the target's accuracy.,May lower opponent's Accuracy one stage.,30%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/shoreup.shtml,Shore Up,img/ground.gif,img/other.png,0,The user regains up to half of its max HP. It restores more HP in a sandstorm.,Heals up to 50% of maximum Hit Points. Heals 66.6% of maximum Hit Points in a Sandstorm,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/g-maxresonance.shtml,G-Max Resonance,img/ice.gif,img/physical.png,1,An Ice-type attack that Gigantamax Lapras use. This move reduces the damage received for five turns.,Lowers damage from Physical & Special moves for 5 turns,-- %,0,4.17%,Selected Target,No
